49	38
54	44
54	46
54	47
54	50
54	53
59	56
49	43
49	36
49	41
49	41
49	43
49	46
51	49
79	65
49	44
39	34
39	36
39	37
39	39
43	42
84	71
84	70
49	44
34	31
34	31
34	32
34	36
89	77
89	76
89	74
49	45
29	26
29	27
29	29
99	85
99	82
99	81
99	79
49	46
24	21
24	22
104	90
104	90
104	89
104	86
99	82
49	46
14	18
109	97
109	95
109	95
109	94
109	91
99	84
49	46
19	33
57	51
55	49
54	50
54	52
54	54
54	57
61	60
57	58
39	56
54	52
49	51
47	52
51	52
50	54
55	57
80	67
69	65
58	60
49	56
45	52
46	53
44	54
47	55
84	72
84	72
74	68
58	64
45	58
43	55
42	53
38	56
89	80
92	80
85	78
75	71
57	64
42	60
37	57
34	56
99	87
96	87
96	85
88	80
72	73
57	67
40	62
33	60
104	92
105	92
99	91
97	88
87	81
70	76
51	69
39	64
109	99
109	99
107	97
103	95
99	91
88	83
69	75
46	68
38	54
58	55
54	55
58	55
57	57
56	58
56	61
59	64
68	60
61	60
56	59
57	60
52	60
54	62
53	65
59	68
79	67
71	68
64	66
56	66
53	67
51	68
50	70
53	71
83	74
82	73
71	73
63	73
58	72
52	72
52	75
49	75
92	81
87	81
83	79
73	80
66	79
55	77
52	80
49	82
96	86
94	87
91	87
82	85
75	86
64	85
57	86
48	87
101	93
103	94
95	94
92	92
82	91
72	91
62	92
55	92
111	100
106	101
102	100
99	100
89	98
78	99
70	99
61	98
55	55
58	57
58	56
56	59
60	61
59	63
59	66
64	68
68	62
66	62
64	63
61	65
61	67
57	69
55	72
64	74
78	67
74	69
66	70
63	72
62	73
59	76
58	78
63	81
81	74
81	75
73	76
72	77
68	80
64	82
60	85
65	87
90	81
86	82
82	83
78	85
72	87
68	89
63	92
68	93
94	87
92	89
89	91
84	91
78	94
73	96
68	98
67	101
104	94
100	95
98	97
90	98
83	99
78	103
73	105
71	108
108	100
108	102
104	103
97	105
92	107
87	110
78	112
74	114
65	56
61	56
63	56
61	59
59	61
59	63
59	66
65	68
71	61
66	62
65	63
63	66
64	67
61	70
64	72
67	75
78	67
75	69
72	70
70	72
66	74
65	76
65	79
71	81
86	74
83	76
79	76
72	78
70	80
70	83
68	85
72	88
89	79
89	81
86	83
80	84
78	87
75	89
75	92
76	94
99	86
96	87
90	89
85	91
85	92
79	96
78	98
82	100
103	93
99	94
95	95
93	97
90	99
85	102
84	105
86	107
108	98
107	100
102	101
102	104
96	105
89	108
91	110
94	112
63	53
62	53
65	54
63	57
63	58
62	60
62	63
70	66
72	60
71	60
69	60
65	61
67	63
65	65
69	67
73	70
80	65
74	65
74	66
72	66
72	67
73	69
73	71
80	73
83	72
80	71
82	71
77	72
80	73
74	74
81	76
84	78
93	77
87	78
87	77
85	77
85	78
83	79
87	81
87	82
97	84
95	84
93	83
89	83
88	83
88	84
93	86
93	87
102	91
104	90
100	89
99	89
96	89
91	89
98	91
98	91
111	97
107	96
107	95
106	94
101	94
99	95
102	95
105	96
67	51
64	49
63	50
62	52
62	54
67	55
66	58
71	61
69	57
69	54
71	54
69	53
68	54
72	56
71	57
74	60
78	63
76	60
77	58
73	57
76	56
74	57
80	58
80	60
82	70
84	66
83	63
84	61
81	60
83	59
84	60
87	61
92	75
88	72
91	69
86	66
86	64
88	62
95	62
95	63
97	82
97	78
94	75
93	71
93	68
94	66
97	65
99	65
101	89
101	84
103	81
101	77
100	73
100	70
106	68
108	67
111	95
110	91
107	87
104	82
108	77
109	74
116	71
112	70
68	32
67	45
67	46
66	47
66	49
66	50
66	54
72	56
72	54
71	47
70	43
69	43
69	45
74	46
74	48
76	51
77	62
80	55
79	47
78	43
77	43
77	42
82	44
85	46
86	69
84	63
83	55
82	48
86	43
85	41
91	41
90	43
91	76
89	71
92	63
91	54
90	47
90	42
95	40
98	40
96	82
99	78
97	70
95	61
94	53
98	46
101	40
107	38
101	89
104	84
101	78
105	69
103	60
109	51
111	43
109	38
111	94
108	90
111	84
109	76
108	67
117	57
115	47
120	40
